GRUPO_REFERENCIA;MUNICIPIO_INSTITUCION;DEPARTAMENTO_INSTITUCION;ID_INSTITUCION;INSTITUCION;ORIGEN;CARACTER;SNIES;MUNICIPIO_PROGRAMAACADEMICO;DEPARTAMENTO_PROGRAMAACADEMICO;PROGRAMA_ACADEMICO;NOMBRE_MODULO;TOTAL_EVALGRUPO_INSTPROGRAMA;PROMEDIO_PUNTAJEGLOBAL;DESVI_ESTANDAR_PUNTAJEGLOBAL;PROMEDIO_PUNTAJEPRUEBA;DESVI_ESTANDAR_PUNTAJEPRUEBA
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20263;IBAGUÉ;TOLIMA;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN LENGUA CASTELLANA;EVALUAR;41;129;28;150;32
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20263;ICONONZO;TOLIMA;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN LENGUA CASTELLANA;EVALUAR;22;119;14;145;25
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20263;CARTAGENA DE INDIAS;BOLIVAR;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN LENGUA CASTELLANA;FORMAR;1;106;0;68;0
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20263;ICONONZO;TOLIMA;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN LENGUA CASTELLANA;FORMAR;22;119;14;119;24
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20263;IBAGUÉ;TOLIMA;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN LENGUA CASTELLANA;FORMAR;41;129;28;141;37
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20263;CALI;VALLE;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN LENGUA CASTELLANA;FORMAR;48;128;28;151;33
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;21539;RIOBLANCO;TOLIMA;LICENCIATURA EN EDUCACION BASICA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;ENSEÑAR;21;122;19;138;23
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;21539;CHAPARRAL;TOLIMA;LICENCIATURA EN EDUCACION BASICA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;ENSEÑAR;17;128;16;141;21
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;21539;IBAGUÉ;TOLIMA;LICENCIATURA EN EDUCACION BASICA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;ENSEÑAR;28;129;17;148;28
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;21539;SIBATÉ;CUNDINAMARCA;LICENCIATURA EN EDUCACION BASICA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;ENSEÑAR;52;135;18;150;24
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;21539;CALI;VALLE;LICENCIATURA EN EDUCACION BASICA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;ENSEÑAR;41;128;17;140;24
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;21539;MEDELLÍN;ANTIOQUIA;LICENCIATURA EN EDUCACION BASICA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;ENSEÑAR;11;126;12;137;28
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;21539;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN EDUCACION BASICA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;ENSEÑAR;118;136;20;148;24
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;21539;CALI;VALLE;LICENCIATURA EN EDUCACION BASICA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;EVALUAR;41;128;17;142;31
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;21539;RIOBLANCO;TOLIMA;LICENCIATURA EN EDUCACION BASICA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;EVALUAR;21;122;19;144;24
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;21539;MEDELLÍN;ANTIOQUIA;LICENCIATURA EN EDUCACION BASICA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;EVALUAR;11;126;12;154;15
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;21539;CHAPARRAL;TOLIMA;LICENCIATURA EN EDUCACION BASICA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;EVALUAR;17;128;16;145;16
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;21539;IBAGUÉ;TOLIMA;LICENCIATURA EN EDUCACION BASICA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;EVALUAR;28;129;17;149;34
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;21539;SIBATÉ;CUNDINAMARCA;LICENCIATURA EN EDUCACION BASICA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;EVALUAR;52;135;18;156;28
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;21539;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN EDUCACION BASICA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;EVALUAR;118;136;20;157;28
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;21539;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN EDUCACION BASICA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;FORMAR;118;136;20;145;30
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;21539;MEDELLÍN;ANTIOQUIA;LICENCIATURA EN EDUCACION BASICA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;FORMAR;11;126;12;135;17
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;21539;CHAPARRAL;TOLIMA;LICENCIATURA EN EDUCACION BASICA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;FORMAR;17;128;16;128;24
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;21539;SIBATÉ;CUNDINAMARCA;LICENCIATURA EN EDUCACION BASICA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;FORMAR;52;135;18;141;31
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;21539;RIOBLANCO;TOLIMA;LICENCIATURA EN EDUCACION BASICA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;FORMAR;21;122;19;128;30
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;21539;IBAGUÉ;TOLIMA;LICENCIATURA EN EDUCACION BASICA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;FORMAR;28;129;17;134;39
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;21539;CALI;VALLE;LICENCIATURA EN EDUCACION BASICA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;FORMAR;41;128;17;131;25
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;3290;IBAGUÉ;TOLIMA;LICENCIATURA EN EDUCACION FISICA, DEPORTES Y RECREACION;ENSEÑAR;38;139;20;152;23
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;3290;IBAGUÉ;TOLIMA;LICENCIATURA EN EDUCACION FISICA, DEPORTES Y RECREACION;EVALUAR;38;139;20;158;23
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;3290;IBAGUÉ;TOLIMA;LICENCIATURA EN EDUCACION FISICA, DEPORTES Y RECREACION;FORMAR;38;139;20;140;32
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19677;IBAGUÉ;TOLIMA;LICENCIATURA EN INGLES;ENSEÑAR;44;173;15;174;22
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19677;IBAGUÉ;TOLIMA;LICENCIATURA EN INGLES;EVALUAR;44;173;15;185;21
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19677;IBAGUÉ;TOLIMA;LICENCIATURA EN INGLES;FORMAR;44;173;15;172;27
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;11323;IBAGUÉ;TOLIMA;LICENCIATURA EN LENGUA CASTELLANA;ENSEÑAR;46;150;20;167;25
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;11323;IBAGUÉ;TOLIMA;LICENCIATURA EN LENGUA CASTELLANA;EVALUAR;46;150;20;175;23
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;11323;IBAGUÉ;TOLIMA;LICENCIATURA EN LENGUA CASTELLANA;FORMAR;46;150;20;166;27
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;805;IBAGUÉ;TOLIMA;LICENCIATURA EN MATEMATICAS;ENSEÑAR;20;145;19;164;22
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;805;IBAGUÉ;TOLIMA;LICENCIATURA EN MATEMATICAS;EVALUAR;20;145;19;158;22
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;805;IBAGUÉ;TOLIMA;LICENCIATURA EN MATEMATICAS;FORMAR;20;145;19;149;25
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;YOPAL;CASANARE;LICENCIATURA EN PEDAGOGIA INFANTIL;ENSEÑAR;49;115;14;122;22
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;SIBATÉ;CUNDINAMARCA;LICENCIATURA EN PEDAGOGIA INFANTIL;ENSEÑAR;37;132;18;147;25
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;CARTAGENA DE INDIAS;BOLIVAR;LICENCIATURA EN PEDAGOGIA INFANTIL;ENSEÑAR;36;112;18;131;24
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;PURIFICACIÓN;TOLIMA;LICENCIATURA EN PEDAGOGIA INFANTIL;ENSEÑAR;77;118;15;127;24
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;MEDELLÍN;ANTIOQUIA;LICENCIATURA EN PEDAGOGIA INFANTIL;ENSEÑAR;28;125;12;141;27
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;CALI;VALLE;LICENCIATURA EN PEDAGOGIA INFANTIL;ENSEÑAR;65;122;21;148;24
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;PEREIRA;RISARALDA;LICENCIATURA EN PEDAGOGIA INFANTIL;ENSEÑAR;71;129;17;146;25
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;IBAGUÉ;TOLIMA;LICENCIATURA EN PEDAGOGIA INFANTIL;ENSEÑAR;183;128;15;144;24
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;CHAPARRAL;TOLIMA;LICENCIATURA EN PEDAGOGIA INFANTIL;ENSEÑAR;44;118;17;129;23
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;POPAYÁN;CAUCA;LICENCIATURA EN PEDAGOGIA INFANTIL;ENSEÑAR;43;119;18;138;27
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN PEDAGOGIA INFANTIL;ENSEÑAR;107;131;17;147;26
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;HONDA;TOLIMA;LICENCIATURA EN PEDAGOGIA INFANTIL;ENSEÑAR;29;124;12;141;25
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;MEDELLÍN;ANTIOQUIA;LICENCIATURA EN PEDAGOGIA INFANTIL;EVALUAR;28;125;12;153;30
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;POPAYÁN;CAUCA;LICENCIATURA EN PEDAGOGIA INFANTIL;EVALUAR;43;119;18;149;28
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN PEDAGOGIA INFANTIL;EVALUAR;107;131;17;156;27
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;HONDA;TOLIMA;LICENCIATURA EN PEDAGOGIA INFANTIL;EVALUAR;29;124;12;147;22
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;PURIFICACIÓN;TOLIMA;LICENCIATURA EN PEDAGOGIA INFANTIL;EVALUAR;77;118;15;138;25
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;CALI;VALLE;LICENCIATURA EN PEDAGOGIA INFANTIL;EVALUAR;65;122;21;157;29
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;IBAGUÉ;TOLIMA;LICENCIATURA EN PEDAGOGIA INFANTIL;EVALUAR;183;128;15;153;26
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;YOPAL;CASANARE;LICENCIATURA EN PEDAGOGIA INFANTIL;EVALUAR;49;115;14;131;21
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;CHAPARRAL;TOLIMA;LICENCIATURA EN PEDAGOGIA INFANTIL;EVALUAR;44;118;17;133;23
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;PEREIRA;RISARALDA;LICENCIATURA EN PEDAGOGIA INFANTIL;EVALUAR;71;129;17;152;31
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;SIBATÉ;CUNDINAMARCA;LICENCIATURA EN PEDAGOGIA INFANTIL;EVALUAR;37;132;18;159;20
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;CARTAGENA DE INDIAS;BOLIVAR;LICENCIATURA EN PEDAGOGIA INFANTIL;EVALUAR;36;112;18;137;23
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;MEDELLÍN;ANTIOQUIA;LICENCIATURA EN PEDAGOGIA INFANTIL;FORMAR;28;125;12;136;30
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;PURIFICACIÓN;TOLIMA;LICENCIATURA EN PEDAGOGIA INFANTIL;FORMAR;77;118;15;120;26
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;CALI;VALLE;LICENCIATURA EN PEDAGOGIA INFANTIL;FORMAR;65;122;21;137;33
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;YOPAL;CASANARE;LICENCIATURA EN PEDAGOGIA INFANTIL;FORMAR;49;115;14;115;25
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;SIBATÉ;CUNDINAMARCA;LICENCIATURA EN PEDAGOGIA INFANTIL;FORMAR;37;132;18;151;28
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;IBAGUÉ;TOLIMA;LICENCIATURA EN PEDAGOGIA INFANTIL;FORMAR;183;128;15;138;29
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;PEREIRA;RISARALDA;LICENCIATURA EN PEDAGOGIA INFANTIL;FORMAR;71;129;17;133;36
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN PEDAGOGIA INFANTIL;FORMAR;107;131;17;150;30
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;POPAYÁN;CAUCA;LICENCIATURA EN PEDAGOGIA INFANTIL;FORMAR;43;119;18;132;28
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;HONDA;TOLIMA;LICENCIATURA EN PEDAGOGIA INFANTIL;FORMAR;29;124;12;126;28
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;CHAPARRAL;TOLIMA;LICENCIATURA EN PEDAGOGIA INFANTIL;FORMAR;44;118;17;122;26
EDUCACIÓN;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20264;CARTAGENA DE INDIAS;BOLIVAR;LICENCIATURA EN PEDAGOGIA INFANTIL;FORMAR;36;112;18;121;26
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;551;CALI;VALLE;LICENCIATURA EN ARTE DRAMATICO;ENSEÑAR;25;153;20;159;23
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;53121;BUENAVENTURA;VALLE;LICENCIATURA EN ARTE DRAMATICO;ENSEÑAR;3;115;30;125;17
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;53121;BUENAVENTURA;VALLE;LICENCIATURA EN ARTE DRAMATICO;EVALUAR;3;115;30;128;22
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;551;CALI;VALLE;LICENCIATURA EN ARTE DRAMATICO;EVALUAR;25;153;20;163;24
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;53121;BUENAVENTURA;VALLE;LICENCIATURA EN ARTE DRAMATICO;FORMAR;3;115;30;99;14
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;551;CALI;VALLE;LICENCIATURA EN ARTE DRAMATICO;FORMAR;25;153;20;154;28
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;10886;CALI;VALLE;LICENCIATURA EN ARTES VISUALES;ENSEÑAR;8;159;25;153;28
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;10886;CALI;VALLE;LICENCIATURA EN ARTES VISUALES;EVALUAR;8;159;25;152;31
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;10886;CALI;VALLE;LICENCIATURA EN ARTES VISUALES;FORMAR;8;159;25;161;27
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19044;CALI;VALLE;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;ENSEÑAR;19;157;15;174;29
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19050;BUENAVENTURA;VALLE;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;ENSEÑAR;1;136;0;162;0
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19050;BUENAVENTURA;VALLE;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;EVALUAR;1;136;0;204;0
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19044;CALI;VALLE;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;EVALUAR;19;157;15;186;25
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19044;CALI;VALLE;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;FORMAR;19;157;15;186;30
